task_id,node_name,automation_share,automation_pct,augmentation_pct,pct,ai_autonomy_mean,human_only_time_mean,human_with_ai_time_mean
5514,Provide geographical information systems support to the private and public sectors.,,,,0.0,2.94,,70.38
5517,Identify issues for research and analysis.,22.75,22.75,77.25,0.02,2.75,7.35,71.44
5520,"Collect, analyze, and interpret data, such as election results and public opinion surveys, reporting on findings, recommendations, and conclusions.",39.41,39.41,60.59,0.01,2.7,4.42,38.17
5521,"Interpret and analyze policies, public issues, legislation, or the operations of governments, businesses, and organizations.",23.51,23.51,76.49,0.01,2.89,4.73,32.23
5523,"Write drafts of legislative proposals, and prepare speeches, correspondence, and policy papers for governmental use.",46.88,46.88,53.13,0.0,2.84,6.84,28.25
5524,"Forecast political, economic, and social trends.",22.56,22.47,77.15,0.03,2.95,4.28,30.15
5525,"Consult with and advise government officials, civic bodies, research agencies, the media, political parties, and others concerned with political issues.",24.07,24.07,75.93,0.0,2.74,3.75,30.86
5530,"Prepare data summaries, reports, or analyses that include results, charts, or graphs to document research findings and results.",47.28,44.55,49.67,0.01,3.27,13.32,47.45
5540,"Perform general nursery duties, such as propagating standard varieties of plant materials, collecting and germinating seeds, maintaining cuttings of plants, or controlling environmental conditions.",80.0,80.0,20.0,0.0,2.53,0.3,9.67
5570,"Provide information about, and enforce, regulations, such as those concerning environmental protection, resource utilization, fire safety, and accident prevention.",49.46,49.46,50.54,0.0,2.64,0.63,8.23
5577,"Provide forestry education and general information, advice, and recommendations to woodlot owners, community organizations, and the general public.",55.56,55.56,44.44,0.0,2.66,0.61,12.57
5584,"Complete and maintain accurate records or reports regarding the patients' histories and progress, services provided, or other required information.",64.42,64.42,35.58,0.0,2.82,4.12,53.23
5585,"Develop client treatment plans based on research, clinical experience, and client histories.",42.32,42.32,57.68,0.01,3.04,8.19,51.49
5588,Intervene as an advocate for clients or patients to resolve emergency problems in crisis situations.,68.75,68.75,31.25,0.0,3.33,6.18,199.11
5590,Modify treatment plans to comply with changes in client status.,35.29,35.29,64.71,0.0,2.89,4.71,40.88
5616,"Provide students with information on topics such as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs.",26.65,26.65,73.35,0.02,2.59,3.54,36.47
5623,Prepare reports on students and activities as required by administration.,45.32,46.75,56.41,0.0,2.68,5.63,37.74
5626,"Instruct individuals in career development techniques, such as job search and application strategies, resume writing, and interview skills.",37.74,37.74,62.26,0.0,2.57,3.6,58.94
5629,"Compile and study occupational, educational, and economic information to assist counselees in determining and carrying out vocational and educational objectives.",33.17,32.37,65.23,0.08,2.72,4.42,47.19
5636,"Interview clients to obtain information about employment history, educational background, and career goals, and to identify barriers to employment.",55.0,55.0,45.0,0.0,2.7,4.55,51.36
5647,Read documents on pleadings and motions to ascertain facts and issues.,55.69,55.69,44.31,0.01,2.75,6.8,42.97
565,"Inform personnel of changes in regulations and policies, implications of new or amended laws, and new techniques of police work.",23.53,23.53,76.47,0.0,2.58,1.2,12.21
5651,Research legal issues and write opinions on the issues.,30.47,30.47,69.53,0.0,2.76,8.21,45.91
5653,Write decisions on cases.,68.42,68.42,31.58,0.0,2.95,5.05,22.89
5662,"Prepare and deliver lectures to undergraduate or graduate students on topics such as financial accounting, principles of marketing, and operations management.",30.46,30.46,69.54,0.02,2.61,5.8,42.33
5663,"Evaluate and grade students' class work, assignments, and papers.",31.91,31.91,68.09,0.04,2.62,3.8,40.91
5664,"Compile, administer, and grade examinations, or assign this work to others.",70.08,70.08,29.92,0.01,3.07,8.31,23.58
5665,"Prepare course materials, such as syllabi, homework assignments, and handouts.",43.03,43.03,56.97,0.02,3.12,12.48,44.4
5667,"Initiate, facilitate, and moderate classroom discussions.",21.88,21.88,78.12,0.07,2.44,2.54,45.04
5668,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",29.85,29.85,70.15,0.0,2.86,12.53,74.24
5671,Advise students on academic and vocational curricula and career issues.,30.23,30.23,69.77,0.01,2.63,4.36,52.29
5681,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",35.26,35.26,64.74,0.0,2.94,10.15,33.89
5684,Write grant proposals to procure external research funding.,23.81,23.81,76.19,0.0,2.71,17.04,87.86
5685,"Evaluate and grade students' class work, laboratory work, assignments, and papers.",47.21,46.39,51.88,0.0,2.8,6.2,39.45
5689,"Compile, administer, and grade examinations or assign this work to others.",70.73,70.73,29.27,0.0,3.14,8.6,23.79
569,"Maintain logs, prepare reports, and direct the preparation, handling, and maintenance of departmental records.",77.78,77.78,22.22,0.0,3.56,2.89,11.72
5696,Advise students on academic and vocational curricula and on career issues.,27.62,27.27,71.48,0.07,2.66,4.46,54.53
57,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",73.17,74.76,27.41,0.02,3.08,2.45,17.51
5711,"Prepare and deliver lectures to undergraduate or graduate students on topics such as linear algebra, differential equations, and discrete mathematics.",17.67,17.5,81.53,0.01,2.39,1.08,15.92
572,"Develop, implement, and revise departmental policies and procedures.",34.84,34.84,65.16,0.01,3.03,9.69,44.68
5724,"Conduct research in a particular field of knowledge and publish findings in books, professional journals, or electronic media.",54.23,51.52,43.48,0.0,3.0,10.27,26.0
5753,"Prepare and deliver lectures to undergraduate or graduate students on topics such as mechanics, hydraulics, and robotics.",26.19,26.19,73.81,0.0,2.38,1.37,19.76
5762,"Initiate, facilitate, and moderate class discussions.",20.97,20.97,79.03,0.06,2.51,3.0,46.29
577,Review contents of written orders to ensure adherence to legal requirements.,48.67,48.67,51.33,0.01,2.68,4.25,27.12
5868,"Prepare and deliver lectures to undergraduate or graduate students on topics such as organic chemistry, analytical chemistry, and chemical separation.",55.0,57.89,47.37,0.0,2.25,0.97,9.6
5916,"Prepare and deliver lectures to undergraduate or graduate students on topics such as quantum mechanics, particle physics, and optics.",20.54,20.54,79.46,0.0,2.48,2.24,20.75
5924,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",11.63,11.63,88.37,0.0,2.7,10.65,74.78
5949,"Advise students on academic and vocational curricula, career issues, and laboratory and field research.",25.26,25.26,74.74,0.0,2.74,6.61,72.81
5971,"Advise students on academic and vocational curricula, and on career issues.",25.92,25.7,73.46,0.02,2.67,4.63,46.33
6028,Perform spatial analysis and modeling using geographic information system techniques.,66.67,66.67,33.33,0.0,2.87,9.2,51.0
6215,"Evaluate and grade students' class work, assignments, papers, and oral presentations.",34.85,34.85,65.15,0.0,2.6,4.79,42.0
6244,"Prepare course materials, such as syllabi, homework assignments, or handouts.",42.24,43.3,59.22,0.04,3.1,11.82,47.47
6261,"Evaluate and grade students' class work, performances, projects, assignments, and papers.",50.0,50.0,50.0,0.0,2.75,4.89,32.17
6263,"Prepare students for performances, exams, or assessments.",38.18,38.18,61.82,0.2,2.63,5.25,59.97
6345,"Conduct research in a particular field of knowledge and publish findings in scholarly journals, books, or electronic media.",36.76,36.76,63.24,0.0,2.87,10.46,41.1
637,Analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,47.55,47.55,52.45,0.01,2.66,0.97,17.55
6377,"Provide professional consulting services to government, educational institutions, or industry.",33.89,39.13,76.32,0.0,2.73,6.77,37.13
638,Schedule client appointments.,72.99,72.73,26.92,0.0,2.56,1.36,19.05
640,"Update and maintain customer information records, such as beauty services provided.",88.24,88.24,11.76,0.0,2.89,2.0,15.83
6400,"Evaluate and grade students' class work, laboratory work, projects, assignments, and papers.",56.14,56.14,43.86,0.0,3.22,5.89,23.96
6446,"Observe and evaluate students' work to determine progress, provide feedback, and make suggestions for improvement.",24.8,24.8,75.2,0.07,2.61,3.83,49.27
6447,"Present lectures and conduct discussions to increase students' knowledge and competence using visual aids, such as graphs, charts, videotapes, and slides.",26.19,26.19,73.81,0.0,3.29,6.22,17.73
6449,"Prepare reports and maintain records, such as student grades, attendance rolls, and training activity details.",42.86,42.86,57.14,0.0,3.33,12.36,39.1
6451,Determine training needs of students or workers.,52.5,52.5,47.5,0.0,2.87,2.46,19.51
6452,Provide individualized instruction and tutorial or remedial instruction.,21.1,21.1,78.9,0.17,2.38,3.13,67.13
6453,"Conduct on-the-job training classes or training sessions to teach and demonstrate principles, techniques, procedures, or methods of designated subjects.",23.68,23.68,76.32,0.0,2.82,4.39,61.2
6454,Develop curricula and plan course content and methods of instruction.,38.85,38.85,61.15,0.04,2.97,5.14,34.17
6455,Prepare outlines of instructional programs and training schedules and establish course goals.,50.0,50.0,50.0,0.0,2.53,4.86,38.65
6457,"Develop teaching aids, such as instructional software, multimedia visual aids, or study materials.",65.63,65.63,34.37,0.03,3.37,7.82,18.01
6459,"Advise students on course selection, career decisions, and other academic and vocational concerns.",29.2,29.2,70.8,0.05,2.62,3.48,46.4
6469,"Organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, storytelling, and field trips.",39.5,39.5,60.5,0.0,3.08,3.15,25.97
6484,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",39.56,38.25,58.43,0.01,2.95,3.77,34.28
6511,"Organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, and storytelling.",39.62,39.62,60.38,0.0,3.06,3.88,24.18
6512,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.",52.63,52.63,47.37,0.0,2.63,3.61,51.84
6513,Guide and counsel students with adjustment or academic problems or special academic interests.,26.64,26.64,73.36,0.03,2.59,4.56,73.15
652,"Recommend and explain the use of cosmetics, lotions, and creams to soften and lubricate skin and enhance and restore natural appearance.",35.62,35.62,64.38,0.01,2.62,1.22,21.46
6526,Prepare for assigned classes and show written evidence of preparation upon request of immediate supervisors.,37.45,35.71,59.65,0.0,2.73,3.7,38.41
6540,"Instruct students individually and in groups, using teaching methods such as lectures, discussions, and demonstrations.",16.94,16.94,83.06,0.01,2.85,3.18,29.94
